"Splunk_Instance","Splunk_Roles",app,author,stanza,attribute,value,sharing,updated
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,iostat,"FIELDALIAS-read_ops","rReq_PS as read_ops",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,iostat,"FIELDALIAS-write_ops","wReq_PS as write_ops",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,nfsiostat,"FIELDALIAS-mount","Mount as mount",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,nfsiostat,"FIELDALIAS-read_latency","r_avg_exe as read_latency",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,nfsiostat,"FIELDALIAS-read_ops","r_op_s as read_ops",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,nfsiostat,"FIELDALIAS-write_latency","w_avg_exe as write_latency",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,nfsiostat,"FIELDALIAS-write_ops","w_op_s as write_ops",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,openPorts,"FIELDALIAS-dest_for_open_ports_sh","host AS dest",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,openPorts,"FIELDALIAS-dest_port_for_open_ports_sh","Port AS dest_port",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,openPorts,"FIELDALIAS-transport_for_open_ports_sh","Proto AS transport",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,ps,"FIELDALIAS-cpu_load_percent_for_ps","pctCPU AS PercentProcessorTime,pctCPU as cpu_load_percent",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,ps,"FIELDALIAS-dest_for_ps","host as dest",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,ps,"FIELDALIAS-percentmemory_for_ps","pctMEM AS PercentMemory",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,ps,"FIELDALIAS-process_cpu_used_percent","pctCPU as process_cpu_used_percent",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,ps,"FIELDALIAS-process_id_for_ps","PID AS pid,PID as process_id",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,ps,"FIELDALIAS-rss_for_ps","RSZ_KB AS rss",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,ps,"FIELDALIAS-src_for_ps","host as src",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,ps,"FIELDALIAS-stat_for_ps","S AS stat",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,ps,"FIELDALIAS-tty_for_ps","TTY AS tty",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,ps,"FIELDALIAS-user_for_ps","USER AS user",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,ps,"FIELDALIAS-vsz_for_ps","VSZ_KB AS vsz",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):*","FIELDALIAS-dest_for_scripted_inputs","host as dest",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):*","FIELDALIAS-src_for_scripted_inputs","host as src",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):CPUTime","FIELDALIAS-cpu_for_cputime","CPU as cpu",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):CPUTime","FIELDALIAS-cpu_load_percent_for_cputime","pctSystem AS PercentSystemTime,pctSystem as cpu_load_percent",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):CPUTime","FIELDALIAS-cpu_load_user_for_cputime","pctUser AS PercentUserTime,pctUser as cpu_user_percent",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):CPUTime","FIELDALIAS-dest_for_cputime","host as dest",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):CPUTime","FIELDALIAS-idle_time_for_cputime","pctIdle AS PercentIdleTime",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):CPUTime","FIELDALIAS-nice_time_for_cputime","pctNice AS PercentNiceTime",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):CPUTime","FIELDALIAS-src_for_cputime","host as src",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):CPUTime","FIELDALIAS-wait_time_for_cputeim","pctIowait AS PercentWaitTime",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace","FIELDALIAS-FreeMBytes_for_freediskspace","FreeMegabytes as FreeMBytes",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace","FIELDALIAS-TotalMBytes_for_freediskspace","TotalMegabytes as TotalMBytes",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace","FIELDALIAS-UsedMBytes_for_freediskspace","UsedMegabytes as UsedMBytes",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):LocalProcesses","FIELDALIAS-cpu_load_percent_for_nix_localprocesses","PercentProcessorTime as cpu_load_percent",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):LocalProcesses","FIELDALIAS-mem_used_for_nix_localprocesses","UsedBytes as mem_used",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):LocalProcesses","FIELDALIAS-process_for_nix_localprocesses","app as process",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):LocalProcesses","FIELDALIAS-process_id_for_nix_localprocesses","pid as process_id",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):Memory","FIELDALIAS-FreeMBytes_for_memory","AvailableMBytes as FreeMBytes",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):ListeningPorts","FIELDALIAS-dest_ip_for_nix_listeningports","src_ip as dest_ip",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):ListeningPorts","FIELDALIAS-dest_port_for_nix_listeningports","src_port as dest_port",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):ListeningPorts","FIELDALIAS-process_for_nix_listeningports","app as process",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):ListeningPorts","FIELDALIAS-process_id_for_nix_listeningports","pid as process_id",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Update","FIELDALIAS-signature_for_update","package as signature",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Uptime","FIELDALIAS-uptime_for_unix_uptime","SystemUpTime as uptime",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Version","FIELDALIAS-cpu_architecture","machine_architecture_name as cpu_architecture",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Version","FIELDALIAS-family_for_nix_version","os_name as family",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Version","FIELDALIAS-version_for_nix_version","os_release as version",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(Solaris|OSX):Service","FIELDALIAS-start_mode_for_solaris_service","StartMode as start_mode",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,"source::...(Solaris|OSX):Service","FIELDALIAS-status_for_solaris_service","State as status",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,vmstat,"FIELDALIAS-FreeMBytes","memFreeMB AS FreeMBytes",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,vmstat,"FIELDALIAS-TotalMBytes","memTotalMB AS TotalMBytes",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,vmstat,"FIELDALIAS-UsedMBytes","memUsedMB AS UsedMBytes",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,vmstat,"FIELDALIAS-cpu_interrupts","interrupts_PS as cpu_interrupts",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,vmstat,"FIELDALIAS-dest_for_vmstat","host as dest",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,vmstat,"FIELDALIAS-mem_free_percent","memFreePct as mem_free_percent",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,vmstat,"FIELDALIAS-mem_page_in","pgPageIn_PS AS mem_page_in",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,vmstat,"FIELDALIAS-mem_page_out","pgPageOut_PS AS mem_page_out",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,vmstat,"FIELDALIAS-src_for_vmstat","host as src",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,vmstat,"FIELDALIAS-swap_percent","swapUsedPct as swap_percent",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,vmstat,"FIELDALIAS-system_threads_count","threads as system_threads_count",global,"1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",system,vmstat,"FIELDALIAS-wait_threads_count","waitThreads as wait_threads_count",global,"1970-01-01T00:00:00+00:00"
