"cluster_label","Splunk_Roles","Splunk_Instance","Num_Splunk_Instances",title,app,coldPath,"coldPath.maxDataSizeMB",coldToFrozenDir,coldToFrozenScript,currentDBSizeMB,"datamodel_summary_size",datatype,frozenTimePeriodInSecs,homePath,"homePath.maxDataSizeMB",isInternal,maxDataSize,maxGlobalDataSizeMB,maxGlobalRawDataSizeMB,maxHotBuckets,maxHotIdleSecs,maxHotSpanSecs,maxTime,maxTotalDataSizeMB,maxWarmDBCount,minHotIdleSecsBeforeForceRoll,minTime,quarantineFutureSecs,quarantinePastSecs,repFactor,rotatePeriodInSecs,thawedPath,throttleCheckPeriod,totalEventCount,"total_bucket_count","total_capacity","total_raw_size",tstatsHomePath,disabled
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"aws-data","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"aws_anomaly_detection","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"aws_topology_daily_snapshot","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"aws_topology_history","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"aws_topology_monthly_snapshot","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"aws_topology_playback","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"aws_vpc_flow_logs","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,bro,"org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"car_data","org_all_indexes","volume:cold2/$_index_name/colddb",0,"","",3,,event,2592000,"volume:hot2/$_index_name/db",0,0,auto,0,0,10,0,604801,,4294967295,300,auto,,604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,0,,,,"volume:_splunk_summaries/$_index_name/datamodel_summary",0
"org_idx_cluster1","PROD-IDXC-1|indexer","IDX1|IDX2|IDX3",3,"cim_modactions","org_all_indexes","volume:cold1/$_index_name/colddb",0,"","",72,"0.000",event,2592000,"volume:hot1/$_index_name/db",0,0,auto,0,0,10,0,604801,"1582647012.000000",4294967295,300,auto,"1581519005.000000",604801,604801,auto,60,"$SPLUNK_DB/$_index_name/thaweddb",15,1598130,"22.666666666666668","4294967295.000","552.934","volume:_splunk_summaries/$_index_name/datamodel_summary",0
