"Splunk_Instance","Splunk_Roles",app,sharing,stanza,name,value,author,updated
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm",src,"coalesce(if(match(src,""://""),null(),src),src_ip,src_ipv6)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm",transport,"lower(transport)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm",user,"coalesce(user,dest_user,src_user)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:fwsm",vendor,"""Cisco""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix","Cisco_ASA_user","coalesce(user,dest_user,src_user)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix",app,"""AAA""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix",bytes,"bytes_in + (coalesce(bytes_out,0))",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix",dest,"coalesce(dest,dest_ip,dest_ipv6)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix",product,"""PIX""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix",src,"coalesce(if(match(src,""://""),null(),src),src_ip,src_ipv6)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix",transport,"lower(transport)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix",user,"coalesce(user,dest_user,src_user)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_cisco-asa",global,"cisco:pix",vendor,"""Cisco""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"Linux:SELinuxConfig",note,"""SELinux is a Linux feature that provides a variety of security policies, including U.S. Department of Defense style mandatory access controls, through the use of Linux Security Modules""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"aix_secure",action,"if(app=""su"" AND isnull(action),""success"",action)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,bandwidth,bytes,"(rxKB_PS+txKB_PS)*1024",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,bandwidth,"bytes_in","rxKB_PS*1024",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,bandwidth,"bytes_out","txKB_PS*1024",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,bandwidth,packets,"rxPackets_PS+txPackets_PS",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,cpu,"cpu_load_percent","100-pctIdle",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,cpu,"cpu_user_percent",pctUser,system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,df,FreeMBytes,"case(match(Avail, ""P[i]*$""), tonumber(rtrim(Avail, ""Pi""),10)*pow(1024,3), match(Avail, ""T[i]*$""), tonumber(rtrim(Avail,""Ti""),10)*pow(1024,2), match(Avail, ""G[i]*$""), tonumber(rtrim(Avail,""Gi""),10)*pow(1024,1), match(Avail, ""M[i]*$""), tonumber(rtrim(Avail,""Mi""), 10), match(Avail, ""K[i]*$""), tonumber(rtrim(Avail,""Ki""), 10)/1024, match(Avail, ""B[i]*$""), tonumber(rtrim(Avail,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,df,PercentFreeSpace,"100.0-tonumber(rtrim(UsePct,""%%""),10)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,df,PercentUsedSpace,"tonumber(rtrim(UsePct,""%%""),10)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,df,TotalMBytes,"case(match(Size, ""P[i]*$""), tonumber(rtrim(Size, ""Pi""),10)*pow(1024,3), match(Size, ""T[i]*$""), tonumber(rtrim(Size, ""Ti""),10)*pow(1024,2), match(Size, ""G[i]*$""), tonumber(rtrim(Size,""Gi""),10)*pow(1024,1), match(Size, ""M[i]*$""), tonumber(rtrim(Size,""Mi""), 10), match(Size, ""K[i]*$""), tonumber(rtrim(Size,""Ki""), 10)/1024, match(Size, ""B[i]*$""), tonumber(rtrim(Size,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,df,UsedMBytes,"case(match(Used, ""P[i]*$""), tonumber(rtrim(Used, ""Pi""),10)*pow(1024,3), match(Used, ""T[i]*$""), tonumber(rtrim(Used,""Ti""),10)*pow(1024,2), match(Used, ""G[i]*$""), tonumber(rtrim(Used,""Gi""),10)*pow(1024,1), match(Used, ""M[i]*$""), tonumber(rtrim(Used,""Mi""), 10), match(Used, ""K[i]*$""), tonumber(rtrim(Used,""Ki""), 10)/1024, match(Used, ""B[i]*$""), tonumber(rtrim(Used,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,df,storage,"case(match(Size, ""P[i]*$""), tonumber(rtrim(Size, ""Pi""),10)*pow(1024,3), match(Size, ""T[i]*$""), tonumber(rtrim(Size, ""Ti""),10)*pow(1024,2), match(Size, ""G[i]*$""), tonumber(rtrim(Size,""Gi""),10)*pow(1024,1), match(Size, ""M[i]*$""), tonumber(rtrim(Size,""Mi""), 10), match(Size, ""K[i]*$""), tonumber(rtrim(Size,""Ki""), 10)/1024, match(Size, ""B[i]*$""), tonumber(rtrim(Size,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,df,"storage_free","case(match(Avail, ""P[i]*$""), tonumber(rtrim(Avail, ""Pi""),10)*pow(1024,3), match(Avail, ""T[i]*$""), tonumber(rtrim(Avail,""Ti""),10)*pow(1024,2), match(Avail, ""G[i]*$""), tonumber(rtrim(Avail,""Gi""),10)*pow(1024,1), match(Avail, ""M[i]*$""), tonumber(rtrim(Avail,""Mi""), 10), match(Avail, ""K[i]*$""), tonumber(rtrim(Avail,""Ki""), 10)/1024, match(Avail, ""B[i]*$""), tonumber(rtrim(Avail,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,df,"storage_free_percent","100.0-tonumber(rtrim(UsePct,""%%""),10)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,df,"storage_used","case(match(Used, ""P[i]*$""), tonumber(rtrim(Used, ""Pi""),10)*pow(1024,3), match(Used, ""T[i]*$""), tonumber(rtrim(Used,""Ti""),10)*pow(1024,2), match(Used, ""G[i]*$""), tonumber(rtrim(Used,""Gi""),10)*pow(1024,1), match(Used, ""M[i]*$""), tonumber(rtrim(Used,""Mi""), 10), match(Used, ""K[i]*$""), tonumber(rtrim(Used,""Ki""), 10)/1024, match(Used, ""B[i]*$""), tonumber(rtrim(Used,""Bi""), 10)/pow(1024,2), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,df,"storage_used_percent","tonumber(rtrim(UsePct,""%%""),10)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"fs_notification","file_modify_time","strptime(modtime, ""%a %b %d %H:%M:%S %Y"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,hardware,RealMemoryMB,"case(match(Unit, ""kB""), RealMemory*pow(1024,-1), match(Unit, ""KB""), RealMemory*pow(1024,-1), match(Unit, ""mB""), RealMemory, match(Unit, ""MB""), RealMemory, match(Unit, ""gB""), RealMemory*pow(1024,1), match(Unit, ""GB""), RealMemory*pow(1024,1), match(Unit, ""tB""), RealMemory*pow(1024,2), match(Unit, ""TB""), RealMemory*pow(1024,2), match(Unit, ""pB""), RealMemory*pow(1024,3), match(Unit, ""PB""), RealMemory*pow(1024,3), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,hardware,SwapMemoryMB,"case(match(Unit, ""kB""), SwapMemory*pow(1024,-1), match(Unit, ""KB""), SwapMemory*pow(1024,-1), match(Unit, ""mB""), SwapMemory, match(Unit, ""MB""), SwapMemory, match(Unit, ""gB""), SwapMemory*pow(1024,1), match(Unit, ""GB""), SwapMemory*pow(1024,1), match(Unit, ""tB""), SwapMemory*pow(1024,2), match(Unit, ""TB""), SwapMemory*pow(1024,2), match(Unit, ""pB""), SwapMemory*pow(1024,3), match(Unit, ""PB""), SwapMemory*pow(1024,3), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,hardware,mem,"case(match(Unit, ""kB""), RealMemory*pow(1024,-1), match(Unit, ""KB""), RealMemory*pow(1024,-1), match(Unit, ""mB""), RealMemory, match(Unit, ""MB""), RealMemory, match(Unit, ""gB""), RealMemory*pow(1024,1), match(Unit, ""GB""), RealMemory*pow(1024,1), match(Unit, ""tB""), RealMemory*pow(1024,2), match(Unit, ""TB""), RealMemory*pow(1024,2), match(Unit, ""pB""), RealMemory*pow(1024,3), match(Unit, ""PB""), RealMemory*pow(1024,3), 1==1, ""unknown"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,iostat,"total_ops","case(rReq_PS == ""?"", ""?"", wReq_PS == ""?"", ""?"", 1=1, rReq_PS + wReq_PS)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"linux_secure",action,"if(app=""su"" AND isnull(action),""success"",action)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"linux_secure",signature,"if(isnotnull(inbound_interface),""firewall"",null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,nfsiostat,"total_ops","read_ops + write_ops",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"osx_secure",action,"if(app=""su"" AND isnull(action),""success"",action)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"osx_secure",signature,"if(isnotnull(inbound_interface),""firewall"",null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,ps,UsedBytes,"RSZ_KB*1024",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,ps,app,"if(ARGS!=""<noArgs>"", COMMAND."" "".ARGS,COMMAND)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,ps,"cpu_time","replace(CPUTIME, ""^00:[0]{0,1}"", """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,ps,"mem_used","RSZ_KB*1024",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,ps,process,"if(ARGS!=""<noArgs>"", COMMAND."" "".ARGS,COMMAND)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,ps,"process_mem_used","RSZ_KB*1024",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,ps,"process_name","replace(COMMAND, ""[\[\]()]"", """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,ps,time,"replace(CPUTIME, ""^00:[0]{0,1}"", """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"source::*:SSHDConfig",note,"if(match(sshd_protocol,""1""),""SSH-1 has inherent design flaws which make it vulnerable (e.g., man-in-the-middle attacks)"",null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"source::*:VSFTPDConfig",note,"""FTP uses clear text to pass authentication credentials.  Consider using SSH instead.""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace",storage,"if(isnotnull(TotalMBytes),TotalMBytes,null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace","storage_free","if(isnotnull(FreeMegabytes),FreeMegabytes,null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace","storage_free_percent","if(isnotnull(FreeMegabytes) AND isnotnull(TotalMBytes),(FreeMegabytes*100)/TotalMBytes,null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace","storage_used","if(isnotnull(UsedMegabytes),UsedMegabytes,null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):FreeDiskSpace","storage_used_percent","if(isnotnull(UsedMegabytes) AND isnotnull(TotalMBytes),(UsedMegabytes*100)/TotalMBytes,null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):Memory",mem,"if(isnotnull(TotalMBytes),TotalMBytes,null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):Memory","mem_free","if(isnotnull(AvailableMBytes),AvailableMBytes,null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris):Memory","mem_used","if(isnotnull(UsedBytes),(UsedBytes/1048576),null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Service",service,"coalesce(UNIT, app)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Version",os,"if(isnotnull(os_name) AND isnotnull(os_release),os_name."" "".os_release,null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"source::...(AIX|FreeBSD|HPUX|Linux|OSX|Solaris|Unix):Version","vendor_product","if(isnotnull(os_name),os_name,null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"source::...(Linux|Unix):Service",note,"if(match(_raw,""runlevel[06]\=on""),""Runlevels 0 and 6 are reserved for halt and reboot respectively"",null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"source::...(Linux|Unix):Service","start_mode","case(isnotnull(StartMode),StartMode,match(_raw,""runlevel\d+\=on""),""Auto"",1=1,""Disabled"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,syslog,action,"if(app=""su"" AND isnull(action),""success"",action)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,syslog,signature,"if(isnotnull(inbound_interface),""firewall"",null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,vmstat,UsedBytes,"tonumber(memUsedMB, 10)*1048756",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,vmstat,mem,"if(isnotnull(memFreeMB) AND isnotnull(memUsedMB),(memFreeMB)+(memUsedMB),null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,vmstat,"mem_free","if(isnotnull(memFreeMB),memFreeMB,null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,vmstat,"mem_page_ops","pgPageIn_PS + pgPageOut_PS",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,vmstat,"mem_used","if(isnotnull(memUsedMB),memUsedMB,null())",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:admin:file","vendor_product","""Symantec Endpoint Protection""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:agent:file",user,"nullif(trim(user, ""\""'""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:agent:file","vendor_product","""Symantec Endpoint Protection""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:agt_system:file","Event_Description","nullif(trim(Event_Description, ""\""'""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:agt_system:file","vendor_product","""Symantec Endpoint Protection""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:behavior:file",Description,"nullif(trim(Description, ""\""'""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:behavior:file",rule,"nullif(trim(replace(rule, ""[^:]+:\s*(.*)"", ""\1""), ""\""'""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:behavior:file",signature,"if(vendor_action ==""Blocked"", if(match(Description, ""Block\saccess\sto\sautorun\.inf""), if(isnotnull(Caller_MD5), ""Drive Autorun (Caller MD5="" + Caller_MD5+"")"", ""Drive Autorun""), nullif(trim(Description, ""\""'""), """")), null)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:behavior:file",user,"nullif(split(trim(replace(user, ""[^:]+:\s*(.*)"", ""\1""), ""\""'""), "",""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:behavior:file","vendor_product","""Symantec Endpoint Protection""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:packet:file","vendor_product","""Symantec Endpoint Protection""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:policy:file","Policy_Name","nullif(trim(Policy_Name, ""\""'""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:policy:file","vendor_product","""Symantec Endpoint Protection""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:proactive:file","Application_Version","nullif(trim(Application_Version, ""\""'""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:proactive:file",Description,"nullif(trim(Description, ""\""'""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:proactive:file","Detection_Source","if(Detection_Source=="""" OR Detection_Source==""N/A"", null, Detection_Source)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:proactive:file","Download_Site","if(Download_Site==""null"" OR Download_Site=="""", null, Download_Site)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:proactive:file","Downloaded_By","if(Downloaded_By==""null"" OR Downloaded_By=="""", null, Downloaded_By)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:proactive:file","Web_Domain","if(Web_Domain=="""" OR Web_Domain==""null"", null, Web_Domain)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:proactive:file",date,"nullif(replace(Event_Time, ""\s*(\S+)\s.*"", ""\1""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:proactive:file",url,"if(Download_Site==""null"" OR Download_Site=="""", null, Download_Site)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:proactive:file",user,"nullif(split(trim(replace(user, ""[^:]+:\s*(.*)"", ""\1""), ""\""'""), "",""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:proactive:file","vendor_product","""Symantec Endpoint Protection""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:risk:file",Description,"nullif(trim(Description, ""\""'""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:risk:file","Download_Site","if(Download_Site==""null"" OR Download_Site=="""", null, Download_Site)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:risk:file","Downloaded_By","if(Downloaded_By==""null"" OR Downloaded_By=="""", null, Downloaded_By)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:risk:file","Web_Domain","if(Web_Domain=="""" OR Web_Domain==""null"", null, Web_Domain)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:risk:file",date,"nullif(replace(Event_Time, ""\s*(\S+)\s.*"", ""\1""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:risk:file",url,"if(Download_Site==""null"" OR Download_Site=="""", null, Download_Site)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:risk:file",user,"nullif(split(trim(replace(user, ""[^:]+:\s*(.*)"", ""\1""), ""\""'""), "",""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:risk:file","vendor_product","""Symantec Endpoint Protection""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:scan:file","Start_Message","nullif(trim(Start_Message, ""\""'""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:scan:file","Stop_Message","nullif(trim(Stop_Message, ""\""'""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:scan:file","vendor_product","""Symantec Endpoint Protection""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:scm_system:file","Event_Description","nullif(trim(Event_Description, ""\""'""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:scm_system:file","vendor_product","""Symantec Endpoint Protection""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:security:file","Event_Description","nullif(trim(Event_Description, ""\""'""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:security:file",action,"case(match(Event_Description, ""block""), ""blocked"", 1==1, ""allowed"")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:security:file",category,"nullif(trim(category, ""\""'""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:security:file",dest,"if(Traffic_Direction==""Inbound"", Local_Host_IP, Remote_Host_IP)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:security:file",direction,"lower(Traffic_Direction)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:security:file","ids_type","""host""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:security:file",src,"if(Traffic_Direction==""Outbound"", Local_Host_IP, Remote_Host_IP)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:security:file",user,"nullif(split(trim(replace(user, ""[^:]+:\s*(.*)"", ""\1""), ""\""'""), "",""), """")",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:security:file","vendor_product","""Symantec Endpoint Protection""",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:traffic:file",category,"if(Traffic_Direction==""Inbound"" AND match(vendor_action, ""[Bb]lock""), ""traffic"", null)",system,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:traffic:file",dest,"if(Traffic_Direction==""Inbound"", if(Host_Name=="""" OR isnull(Host_Name), Local_Host_IP, Host_Name), if(Remote_Host_Name=="""" OR isnull(Remote_Host_Name), Remote_Host_IP, Remote_Host_Name))",system,"1970-01-01T00:00:00+00:00"
